date,item_id,sales,q1,q3,lower_threshold,upper_threshold,is_anomaly
2014-03-21,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2014-03-22,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2014-03-23,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2014-03-24,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-03-25,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-03-26,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-03-27,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-03-28,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-03-29,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2014-03-30,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-03-31,FOODS_1_003,2,0.0,1.0,-1.5,2.5,False
2014-04-01,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-04-02,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-04-03,FOODS_1_003,2,0.0,1.0,-1.5,2.5,False
2014-04-04,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2014-04-05,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-04-06,FOODS_1_003,5,0.0,1.0,-1.5,2.5,True
2014-04-07,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2014-04-08,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-04-09,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-04-10,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-04-11,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-04-12,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-04-13,FOODS_1_003,2,0.0,1.0,-1.5,2.5,False
2014-04-14,FOODS_1_003,4,0.0,1.0,-1.5,2.5,True
2014-04-15,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-04-16,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-04-17,FOODS_1_003,3,0.0,1.0,-1.5,2.5,True
2014-04-18,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2014-04-19,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-04-20,FOODS_1_003,2,0.0,1.0,-1.5,2.5,False
2014-04-21,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2014-04-22,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-04-23,FOODS_1_003,3,0.0,1.0,-1.5,2.5,True
2014-04-24,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-04-25,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-04-26,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-04-27,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-04-28,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2014-04-29,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-04-30,FOODS_1_003,2,0.0,1.0,-1.5,2.5,False
2014-05-01,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-05-02,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-05-03,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-05-04,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-05-05,FOODS_1_003,3,0.0,1.0,-1.5,2.5,True
2014-05-06,FOODS_1_003,4,0.0,1.0,-1.5,2.5,True
2014-05-07,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2014-05-08,FOODS_1_003,2,0.0,1.0,-1.5,2.5,False
2014-05-09,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-05-10,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2014-05-11,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-05-12,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-05-13,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-05-14,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-05-15,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-05-16,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2014-05-17,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2014-05-18,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-05-19,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2014-05-20,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-05-21,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2014-05-22,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-05-23,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-05-24,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-05-25,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-05-26,FOODS_1_003,2,0.0,1.0,-1.5,2.5,False
2014-05-27,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-05-28,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2014-05-29,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-05-30,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-05-31,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2014-06-01,FOODS_1_003,2,0.0,1.0,-1.5,2.5,False
2014-06-02,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2014-06-03,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-06-04,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-06-05,FOODS_1_003,3,0.0,1.0,-1.5,2.5,True
2014-06-06,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-06-07,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-06-08,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2014-06-09,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-06-10,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2014-06-11,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-06-12,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2014-06-13,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2014-06-14,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2014-06-15,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-06-16,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2014-06-17,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-06-18,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2014-06-19,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2014-06-20,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-06-21,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2014-06-22,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-06-23,FOODS_1_003,2,0.0,1.0,-1.5,2.5,False
2014-06-24,FOODS_1_003,3,0.0,1.0,-1.5,2.5,True
2014-06-25,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2014-06-26,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-06-27,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2014-06-28,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-06-29,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-06-30,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2014-07-01,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-07-02,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-07-03,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-07-04,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2014-07-05,FOODS_1_003,3,0.0,1.0,-1.5,2.5,True
2014-07-06,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-07-07,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2014-07-08,FOODS_1_003,2,0.0,1.0,-1.5,2.5,False
2014-07-09,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-07-10,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-07-11,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2014-07-12,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-07-13,FOODS_1_003,2,0.0,1.0,-1.5,2.5,False
2014-07-14,FOODS_1_003,2,0.0,1.0,-1.5,2.5,False
2014-07-15,FOODS_1_003,3,0.0,1.0,-1.5,2.5,True
2014-07-16,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-07-17,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-07-18,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-07-19,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2014-07-20,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2014-07-21,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2014-07-22,FOODS_1_003,3,0.0,1.0,-1.5,2.5,True
2014-07-23,FOODS_1_003,2,0.0,1.0,-1.5,2.5,False
2014-07-24,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-07-25,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-07-26,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-07-27,FOODS_1_003,2,0.0,1.0,-1.5,2.5,False
2014-07-28,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2014-07-29,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-07-30,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-07-31,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-08-01,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-08-02,FOODS_1_003,3,0.0,1.0,-1.5,2.5,True
2014-08-03,FOODS_1_003,2,0.0,1.0,-1.5,2.5,False
2014-08-04,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-08-05,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-08-06,FOODS_1_003,2,0.0,1.0,-1.5,2.5,False
2014-08-07,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-08-08,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-08-09,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-08-10,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2014-08-11,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2014-08-12,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-08-13,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2014-08-14,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-08-15,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-08-16,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-08-17,FOODS_1_003,3,0.0,1.0,-1.5,2.5,True
2014-08-18,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-08-19,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-08-20,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2014-08-21,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-08-22,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2014-08-23,FOODS_1_003,2,0.0,1.0,-1.5,2.5,False
2014-08-24,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-08-25,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-08-26,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2014-08-27,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-08-28,FOODS_1_003,2,0.0,1.0,-1.5,2.5,False
2014-08-29,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-08-30,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-08-31,FOODS_1_003,2,0.0,1.0,-1.5,2.5,False
2014-09-01,FOODS_1_003,3,0.0,1.0,-1.5,2.5,True
2014-09-02,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2014-09-03,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-09-04,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-09-05,FOODS_1_003,6,0.0,1.0,-1.5,2.5,True
2014-09-06,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-09-07,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-09-08,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-09-09,FOODS_1_003,2,0.0,1.0,-1.5,2.5,False
2014-09-10,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-09-11,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-09-12,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2014-09-13,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-09-14,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2014-09-15,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-09-16,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-09-17,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-09-18,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-09-19,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-09-20,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2014-09-21,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2014-09-22,FOODS_1_003,2,0.0,1.0,-1.5,2.5,False
2014-09-23,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2014-09-24,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-09-25,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-09-26,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-09-27,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-09-28,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-09-29,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2014-09-30,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-10-01,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-10-02,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-10-03,FOODS_1_003,3,0.0,1.0,-1.5,2.5,True
2014-10-04,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-10-05,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-10-06,FOODS_1_003,3,0.0,1.0,-1.5,2.5,True
2014-10-07,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2014-10-08,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-10-09,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-10-10,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2014-10-11,FOODS_1_003,2,0.0,1.0,-1.5,2.5,False
2014-10-12,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-10-13,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-10-14,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-10-15,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-10-16,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2014-10-17,FOODS_1_003,3,0.0,1.0,-1.5,2.5,True
2014-10-18,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-10-19,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-10-20,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2014-10-21,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-10-22,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-10-23,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-10-24,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-10-25,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2014-10-26,FOODS_1_003,2,0.0,1.0,-1.5,2.5,False
2014-10-27,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-10-28,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2014-10-29,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-10-30,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2014-10-31,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-11-01,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2014-11-02,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2014-11-03,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-11-04,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-11-05,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-11-06,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2014-11-07,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-11-08,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-11-09,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2014-11-10,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2014-11-11,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-11-12,FOODS_1_003,3,0.0,1.0,-1.5,2.5,True
2014-11-13,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-11-14,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-11-15,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2014-11-16,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-11-17,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2014-11-18,FOODS_1_003,2,0.0,1.0,-1.5,2.5,False
2014-11-19,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2014-11-20,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-11-21,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-11-22,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-11-23,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2014-11-24,FOODS_1_003,3,0.0,1.0,-1.5,2.5,True
2014-11-25,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-11-26,FOODS_1_003,2,0.0,1.0,-1.5,2.5,False
2014-11-27,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2014-11-28,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-11-29,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-11-30,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-12-01,FOODS_1_003,4,0.0,1.0,-1.5,2.5,True
2014-12-02,FOODS_1_003,4,0.0,1.0,-1.5,2.5,True
2014-12-03,FOODS_1_003,2,0.0,1.0,-1.5,2.5,False
2014-12-04,FOODS_1_003,5,0.0,1.0,-1.5,2.5,True
2014-12-05,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-12-06,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-12-07,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-12-08,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-12-09,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-12-10,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2014-12-11,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-12-12,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2014-12-13,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-12-14,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-12-15,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2014-12-16,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2014-12-17,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2014-12-18,FOODS_1_003,2,0.0,1.0,-1.5,2.5,False
2014-12-19,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-12-20,FOODS_1_003,2,0.0,1.0,-1.5,2.5,False
2014-12-21,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-12-22,FOODS_1_003,2,0.0,1.0,-1.5,2.5,False
2014-12-23,FOODS_1_003,3,0.0,1.0,-1.5,2.5,True
2014-12-24,FOODS_1_003,2,0.0,1.0,-1.5,2.5,False
2014-12-25,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-12-26,FOODS_1_003,3,0.0,1.0,-1.5,2.5,True
2014-12-27,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-12-28,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-12-29,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2014-12-30,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2014-12-31,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2015-01-01,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2015-01-02,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2015-01-03,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2015-01-04,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2015-01-05,FOODS_1_003,2,0.0,1.0,-1.5,2.5,False
2015-01-06,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2015-01-07,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2015-01-08,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2015-01-09,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2015-01-10,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2015-01-11,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2015-01-12,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2015-01-13,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2015-01-14,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2015-01-15,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2015-01-16,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2015-01-17,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2015-01-18,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2015-01-19,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2015-01-20,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2015-01-21,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2015-01-22,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2015-01-23,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2015-01-24,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2015-01-25,FOODS_1_003,2,0.0,1.0,-1.5,2.5,False
2015-01-26,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2015-01-27,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2015-01-28,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2015-01-29,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2015-01-30,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2015-01-31,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2015-02-01,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2015-02-02,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2015-02-03,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2015-02-04,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2015-02-05,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2015-02-06,FOODS_1_003,2,0.0,1.0,-1.5,2.5,False
2015-02-07,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2015-02-08,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2015-02-09,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2015-02-10,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2015-02-11,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2015-02-12,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2015-02-13,FOODS_1_003,2,0.0,1.0,-1.5,2.5,False
2015-02-14,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2015-02-15,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2015-02-16,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2015-02-17,FOODS_1_003,2,0.0,1.0,-1.5,2.5,False
2015-02-18,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2015-02-19,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2015-02-20,FOODS_1_003,3,0.0,1.0,-1.5,2.5,True
2015-02-21,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2015-02-22,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2015-02-23,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2015-02-24,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2015-02-25,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2015-02-26,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2015-02-27,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2015-02-28,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2015-03-01,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2015-03-02,FOODS_1_003,2,0.0,1.0,-1.5,2.5,False
2015-03-03,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2015-03-04,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2015-03-05,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2015-03-06,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2015-03-07,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2015-03-08,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2015-03-09,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2015-03-10,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2015-03-11,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2015-03-12,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2015-03-13,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2015-03-14,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2015-03-15,FOODS_1_003,2,0.0,1.0,-1.5,2.5,False
2015-03-16,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2015-03-17,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2015-03-18,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2015-03-19,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2015-03-20,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2015-03-21,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2015-03-22,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2015-03-23,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2015-03-24,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2015-03-25,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2015-03-26,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2015-03-27,FOODS_1_003,4,0.0,1.0,-1.5,2.5,True
2015-03-28,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2015-03-29,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2015-03-30,FOODS_1_003,1,0.0,1.0,-1.5,2.5,False
2015-03-31,FOODS_1_003,0,0.0,1.0,-1.5,2.5,False
2015-04-01,FOODS_1_003,2,0.0,1.0,-1.5,2.5,False
